category,reviews,size,installs,price,suitable_for,last_update,latest_ver,app_id,popularity
PRODUCTIVITY,979,720k,"100,000+",0,Everyone,"September 30, 2013",2.1.3,4432,High
HEALTH_AND_FITNESS,38343,55M,"1,000,000+",0,Everyone,"July 27, 2018",18.7.1,6041,High
FAMILY,138,6.2M,"10,000+",0,Everyone,"May 31, 2018",3.7,1258,High
COMMUNICATION,16,3.3M,"1,000+",0,Everyone,"April 24, 2018",1.0.4,397,High
PRODUCTIVITY,1827212,Varies with device,"50,000,000+",0,Everyone,"July 31, 2018",3.6.0.28,6260,High
ART_AND_DESIGN,486,5.9M,"100,000+",0,Everyone,"July 26, 2018",5.7,578,Low
GAME,955656,82M,"10,000,000+",0,Teen,"June 26, 2018",5.1.2,2854,High
FINANCE,101,6.9M,"10,000+",0,Everyone,"August 4, 2018",1.8.4,1622,High
LIFESTYLE,4,15M,500+,0,Everyone,"November 22, 2017",1.1,4786,High
FAMILY,1042,48M,"100,000+",0,Everyone,"August 4, 2017",2.5,3462,Low
BOOKS_AND_REFERENCE,1857,4.9M,"50,000+",0,Everyone,"August 3, 2018",1.3.2,3517,High
BOOKS_AND_REFERENCE,96419,Varies with device,"5,000,000+",0,Everyone,"May 5, 2018",Varies with device,603,High
ENTERTAINMENT,35279,15M,"1,000,000+",0,Teen,"July 8, 2018",11.45.0,5976,Low
ENTERTAINMENT,34923,Varies with device,"5,000,000+",0,Teen,"July 27, 2018",Varies with device,3051,Low
GAME,450,97M,"10,000+",0,Everyone,"July 23, 2018",2.0.9,2947,Low
LIFESTYLE,3788,44M,"1,000,000+",0,Everyone,"July 24, 2018",8.5.1,9020,High
HEALTH_AND_FITNESS,2071,6.9M,"100,000+",0,Everyone,"July 24, 2018",1.0.12,462,High
DATING,2593,5.0M,"500,000+",0,Mature 17+,"July 25, 2018",1.9.7,7817,Low
FINANCE,2,2.0M,100+,0,Everyone,"March 30, 2016",1.1,1973,High
TRAVEL_AND_LOCAL,1830388,Varies with device,"100,000,000+",0,Everyone,"August 6, 2018",Varies with device,1732,High
FAMILY,1260903,8.7M,"50,000,000+",0,Everyone,"August 2, 2018",3.4.8,8887,High
HEALTH_AND_FITNESS,2599,6.9M,"100,000+",0,Mature 17+,"January 9, 2018",3.0.5.0,6941,High
MAPS_AND_NAVIGATION,1240,14M,"100,000+",0,Everyone,"November 2, 2017",2.4.1,672,High
PHOTOGRAPHY,3396,266k,"500,000+",0,Everyone,"November 28, 2012",1.2.0,9435,Low
VIDEO_PLAYERS,2976,Varies with device,"10,000+",$1.99,Everyone,"June 15, 2018",1.5.14,9590,High
TOOLS,2059,10M,"100,000+",0,Everyone,"May 22, 2018",1.1.4,6663,High
PERSONALIZATION,6,89k,50+,$0.99,Everyone,"August 9, 2013",1.0,2538,High
GAME,1202,34M,"100,000+",0,Everyone,"June 28, 2018",1.6,5933,Low
FAMILY,37165,22M,"1,000,000+",0,Teen,"February 14, 2018",5.1.0,4494,High
SPORTS,82883,Varies with device,"5,000,000+",0,Everyone,"July 30, 2018",Varies with device,5962,High
TRAVEL_AND_LOCAL,11514,2.2M,"500,000+",0,Everyone,"March 29, 2018",5.5,9581,High
GAME,3198176,82M,"100,000,000+",0,Everyone,"July 12, 2018",2.8.0,2680,High
WEATHER,133338,44M,"5,000,000+",0,Everyone,"June 26, 2018",6.1.3,8995,High
VIDEO_PLAYERS,486,2.5M,"10,000+",0,Everyone,"September 6, 2016",1.0.3,2891,High
TOOLS,59973,11M,"10,000,000+",0,Everyone,"March 16, 2018",1.2.5,625,High
HEALTH_AND_FITNESS,708753,Varies with device,"10,000,000+",0,Everyone,"July 12, 2018",2.17.0,6616,High
FAMILY,69126,60M,"1,000,000+",0,Everyone,"April 19, 2018",2.9.4,7202,High
PRODUCTIVITY,496397,Varies with device,"100,000,000+",0,Everyone,"August 6, 2018",Varies with device,4942,High
LIFESTYLE,26,Varies with device,"1,000+",0,Everyone,"May 15, 2018",Varies with device,3951,Low
MAPS_AND_NAVIGATION,3596,31M,"1,000,000+",0,Everyone,"June 15, 2018",3.0.1 (70),7337,High
BUSINESS,97,9.9M,"10,000+",0,Everyone,"June 13, 2018",4.5.9,3961,Low
PARENTING,20,17M,"10,000+",0,Everyone,"July 2, 2017",1.1,1366,High
PRODUCTIVITY,218,Varies with device,"50,000+",0,Everyone,"July 15, 2018",Varies with device,1240,High
LIFESTYLE,6808,12M,"500,000+",0,Teen,"June 5, 2017",3.2.0,9055,High
PHOTOGRAPHY,3362,Varies with device,"1,000,000+",0,Everyone,"May 22, 2018",Varies with device,8731,Low
NEWS_AND_MAGAZINES,2207,9.8M,"100,000+",0,Everyone,"July 26, 2018",41.0,4676,High
FINANCE,3,8.2M,100+,0,Everyone,"February 5, 2018",1.0.2,1843,High
HEALTH_AND_FITNESS,428156,15M,"10,000,000+",0,Everyone,"June 28, 2018",Varies with device,5216,High
FAMILY,34898,92M,"1,000,000+",0,Teen,"June 28, 2018",4.05,5604,High
LIFESTYLE,360,4.6M,"10,000+",0,Everyone,"April 30, 2014",1.6.2,2510,High
FINANCE,732,5.5M,"50,000+",0,Everyone,"April 2, 2018",3.0.21,5692,High
SHOPPING,216741,Varies with device,"5,000,000+",0,Everyone,"August 6, 2018",4.6.0,9349,High
EVENTS,40113,36M,"5,000,000+",0,Everyone,"July 23, 2018",Varies with device,8469,High
LIFESTYLE,1740,4.4M,"50,000+",0,Teen,"July 27, 2017",3.1.0,1762,High
TOOLS,85496,5.8M,"1,000,000+",0,Everyone,"February 14, 2018",1.6.2,2113,High
NEWS_AND_MAGAZINES,20,3.1M,"5,000+",0,Everyone,"July 10, 2017",1.1,807,High
FAMILY,773,55M,"100,000+",0,Everyone,"August 22, 2017",1.0.1,9037,High
FAMILY,3,5.3M,100+,0,Everyone,"February 14, 2017",1.0.1702140017,3393,High
TOOLS,4264,14M,"500,000+",0,Everyone,"July 12, 2014",2.6.1,7214,Low
FAMILY,664,2.1M,"100,000+",0,Everyone,"December 14, 2017",2.2.5,399,High
GAME,22333,9.7M,"1,000,000+",0,Everyone 10+,"August 7, 2018",2.01,5516,High
HOUSE_AND_HOME,1450,9.7M,"100,000+",0,Everyone,"November 5, 2013",2.4,157,Low
NEWS_AND_MAGAZINES,65,3.5M,"10,000+",0,Everyone,"April 29, 2018",8.2,2001,High
FAMILY,532,6.5M,"100,000+",0,Everyone,"June 6, 2017",1.6,2630,High
FAMILY,21,5.4M,"5,000+",0,Everyone,"July 3, 2018",1.6.7.1,339,High
PERSONALIZATION,168,2.1M,"50,000+",0,Teen,"March 27, 2015",1.0,9582,Low
FAMILY,354384,71M,"10,000,000+",0,Everyone,"July 2, 2018",6.4.0,7379,High
FINANCE,42410,Varies with device,"1,000,000+",0,Everyone,"August 3, 2018",Varies with device,6169,High
FOOD_AND_DRINK,31986,76M,"1,000,000+",0,Teen,"November 23, 2017",5.7.23,1592,High
NEWS_AND_MAGAZINES,63020,Varies with device,"5,000,000+",0,Everyone 10+,"February 13, 2018",Varies with device,6491,High
PRODUCTIVITY,4441,Varies with device,"100,000+",0,Everyone,"June 18, 2018",Varies with device,6455,High
TRAVEL_AND_LOCAL,382,12M,"10,000+",0,Everyone,"February 1, 2018",2.1.3,975,High
TOOLS,6060,592k,"500,000+",0,Everyone,"February 4, 2016",2.0,7717,Low
BUSINESS,542,30M,"100,000+",0,Everyone,"April 17, 2018",1.23.0,8769,High
TOOLS,134412,11M,"5,000,000+",0,Everyone,"July 27, 2018",3.0.5,1464,High
FAMILY,345,14M,"100,000+",0,Everyone 10+,"November 11, 2016",1.3.0,296,High
COMMUNICATION,5599,1.3M,"100,000+",$2.90,Everyone,"July 2, 2018",6.2.7,9086,High
GAME,1,24M,10+,0,Everyone,"March 5, 2018",2.0,6296,High
PRODUCTIVITY,43,48M,"1,000+",0,Everyone,"June 18, 2018",1.2,248,Low
PHOTOGRAPHY,1871421,Varies with device,"100,000,000+",0,Everyone,"December 21, 2017",Varies with device,6967,High
EDUCATION,240,29M,"10,000+",0,Everyone,"April 29, 2015",1.2.0,4752,High
SOCIAL,79130,23M,"5,000,000+",0,Teen,"August 2, 2018",3.10.26,6127,High
TOOLS,17,6.7M,50+,0,Everyone,"May 5, 2018",v2,7265,High
SHOPPING,85,2.9M,"50,000+",0,Everyone,"June 26, 2018",1.24,7604,High
GAME,2903386,58M,"100,000,000+",0,Mature 17+,"July 24, 2018",3.2.1c,6268,High
FAMILY,105954,43M,"10,000,000+",0,Teen,"June 5, 2018",1.7.3,6328,High
COMMUNICATION,2546527,Varies with device,"100,000,000+",0,Everyone,"August 3, 2018",Varies with device,5545,High
LIFESTYLE,103,3.8M,"5,000+",0,Everyone,"September 12, 2017",5.1.10,6775,High
NEWS_AND_MAGAZINES,763,2.2M,"100,000+",0,Everyone,"December 18, 2015",2.0,4542,High
VIDEO_PLAYERS,9879473,40M,"100,000,000+",0,Teen,"August 4, 2018",7.2.1,8881,High
HEALTH_AND_FITNESS,48226,28M,"1,000,000+",0,Everyone,"March 5, 2018",3.1.9,6117,High
VIDEO_PLAYERS,20,5.1M,"5,000+",0,Everyone,"April 27, 2018",1.0.0,8841,High
HEALTH_AND_FITNESS,8,7.9M,"1,000+",0,Everyone,"June 28, 2018",1.0060.b0060,7571,Low
FAMILY,150,5.9M,"10,000+",0,Everyone,"June 11, 2018",1.07,1821,High
SHOPPING,134,45k,"10,000+",0,Everyone,"June 4, 2013",1.2,264,High
SPORTS,5305,Varies with device,"100,000+",0,Everyone,"May 18, 2018",Varies with device,8312,High
TOOLS,29,3.3M,"10,000+",0,Everyone,"July 13, 2017",1.0,8808,Low
GAME,13118,47M,"500,000+",0,Teen,"June 25, 2018",1.0.19,5716,High
PARENTING,107,98M,"50,000+",0,Teen,"July 9, 2018",1.4.0,6345,High
TRAVEL_AND_LOCAL,339,10M,"5,000+",$2.99,Everyone,"May 13, 2018",5.11.3,2841,High
FAMILY,412,22M,"10,000+",$2.99,Everyone 10+,"June 30, 2016",1.0.2,4527,High
FAMILY,123322,25M,"10,000,000+",0,Everyone 10+,"January 24, 2018",2.0.8,6601,High
FAMILY,45771,28M,"1,000,000+",0,Mature 17+,"June 8, 2018",1.39,8871,High
NEWS_AND_MAGAZINES,327,31M,"10,000+",0,Everyone,"June 26, 2018",4.0.9,3128,High
GAME,4447388,67M,"100,000,000+",0,Everyone 10+,"July 31, 2018",2.347.225742,7302,High
SOCIAL,80987,25M,"5,000,000+",0,Teen,"July 30, 2018",2.2.4,5398,High
FOOD_AND_DRINK,3320,8.4M,"500,000+",0,Everyone,"August 4, 2018",1.9.117,3203,Low
PHOTOGRAPHY,240475,9.5M,"10,000,000+",0,Everyone,"November 22, 2017",3.8,2347,High
TRAVEL_AND_LOCAL,5150,Varies with device,"500,000+",0,Everyone,"May 29, 2018",Varies with device,8597,High
SOCIAL,1259894,76M,"50,000,000+",0,Mature 17+,"August 3, 2018",Varies with device,6126,High
MEDICAL,1,2.3M,100+,0,Everyone,"December 14, 2016",1.1.3,6097,Low
FINANCE,49,3.9M,"10,000+",0,Everyone,"February 24, 2017",3.34.0+1702241319.a,4094,Low
FAMILY,137674,72M,"5,000,000+",0,Teen,"July 4, 2018",2.0.2,2419,High
EDUCATION,1058,Varies with device,"100,000+",0,Everyone,"June 18, 2018",Varies with device,6004,High
SOCIAL,5985,5.9M,"500,000+",0,Everyone,"July 6, 2017",1.4.2,4343,High
FAMILY,39682,6.2M,"1,000,000+",0,Everyone,"April 3, 2018",3.5.5,3370,High
COMMUNICATION,1133501,4.7M,"10,000,000+",0,Everyone,"April 1, 2016",6.4.0.4,3072,High
VIDEO_PLAYERS,694,Varies with device,"50,000+",0,Everyone,"July 27, 2018",Varies with device,9347,Low
FAMILY,1853,5.8M,"500,000+",0,Everyone,"May 10, 2018",1.8,659,High
ENTERTAINMENT,46916,4.5M,"1,000,000+",0,Everyone,"July 18, 2018",7.3,7330,High
PERSONALIZATION,1591,779k,"10,000+",$0.99,Everyone,"January 7, 2015",1.1,5543,High
WEATHER,6495,40M,"100,000+",0,Teen,"July 12, 2018",4.4.4,5279,High
BUSINESS,11,6.8M,"1,000+",0,Everyone,"November 27, 2017",3.1.0,3800,Low
GAME,5339,38M,"1,000,000+",0,Teen,"December 5, 2017",1.0,8560,High
COMMUNICATION,125232,2.7M,"10,000,000+",0,Everyone,"March 5, 2017",196,4050,High
TOOLS,1147,2.7M,"100,000+",0,Everyone,"October 2, 2017",1.1.6,2111,High
FAMILY,68559,75M,"5,000,000+",0,Everyone,"July 31, 2018",1.19.56.434,7299,High
PRODUCTIVITY,5383971,16M,"100,000,000+",0,Everyone,"August 3, 2018",4.1.8.2.2,3717,High
AUTO_AND_VEHICLES,4,4.5M,500+,0,Everyone,"November 28, 2017",1.3,1052,High
FAMILY,17,2.4M,"1,000+",0,Everyone,"September 26, 2017",1,32,High
PRODUCTIVITY,15097,14M,"1,000,000+",0,Everyone,"July 23, 2018",1.6.0,8184,High
PHOTOGRAPHY,5485,13M,"1,000,000+",0,Everyone,"April 28, 2016",1.2.3,5815,High
FINANCE,42809,23M,"1,000,000+",0,Everyone,"July 27, 2018",3.04 - Beta,8048,High
NEWS_AND_MAGAZINES,15443,25M,"1,000,000+",0,Teen,"June 19, 2018",4.2.133,3515,High
FINANCE,36,9.4M,"1,000+",$1.99,Everyone,"November 16, 2015",1.3.3,952,Low
FAMILY,5,40M,50+,$1.49,Everyone,"May 20, 2014",1.7,8749,High
LIFESTYLE,250,7.3M,"50,000+",0,Everyone,"July 31, 2018",Cow V3.15,6453,Low
FAMILY,6,2.9M,100+,0,Everyone,"December 21, 2017",1.0,1056,Low
PHOTOGRAPHY,71898,23M,"5,000,000+",0,Everyone,"October 10, 2017",6.1.7.100920,8156,High
LIFESTYLE,41,2.9M,"1,000+",$379.99,Everyone,"July 1, 2018",1.0,5320,Low
PERSONALIZATION,59,8.1M,"1,000+",$1.70,Everyone,"August 16, 2015",1.05,6596,High
SOCIAL,25562,31M,"5,000,000+",0,Teen,"August 2, 2018",2.6.10,8821,High
SOCIAL,420,18M,"50,000+",0,Everyone,"December 19, 2016",1.1,5129,High
GAME,21262,29M,"1,000,000+",0,Everyone,"August 3, 2018",1.0.9,9121,High
ENTERTAINMENT,501497,12M,"100,000,000+",0,Teen,"July 26, 2018",Varies with device,5341,High
ART_AND_DESIGN,41,1.9M,"5,000+",0,Everyone,"March 20, 2018",1.0.2,4374,High
GAME,52199,Varies with device,"1,000,000+",0,Teen,"May 18, 2017",1.2.4.69,1644,High
FAMILY,19601,56M,"1,000,000+",0,Everyone 10+,"June 6, 2018",1.0.4,3704,Low
SPORTS,76346,14M,"5,000,000+",0,Everyone,"July 25, 2018",6.3.3,5938,Low
PERSONALIZATION,2591610,Varies with device,"100,000,000+",0,Everyone,"July 20, 2018",Varies with device,4757,High
SOCIAL,51504,20M,"5,000,000+",0,Teen,"July 25, 2018",2.69,6599,High
GAME,3247,26M,"500,000+",0,Teen,"July 25, 2017",1.05,5009,High
FAMILY,1764,8.3M,"10,000+",$3.99,Everyone 10+,"June 22, 2016",1.3.8,6469,High
SPORTS,16016,6.9M,"1,000,000+",0,Everyone,"January 7, 2016",2.7.0,8521,High
GAME,7885,28M,"500,000+",0,Mature 17+,"February 9, 2018",1.07,7167,Low
FAMILY,956,10M,"100,000+",0,Teen,"May 17, 2016",1.1,7979,High
PHOTOGRAPHY,2158,3.0M,"500,000+",0,Everyone,"August 28, 2017",1.0.3,8654,High
TOOLS,27,34M,"1,000+",0,Everyone,"February 20, 2018",1.42,7501,Low
TOOLS,262,37M,"10,000+",0,Everyone,"September 20, 2016",1.0.0,3292,Low
SOCIAL,1157003,34M,"50,000,000+",0,Everyone,"October 16, 2017",4.2.1,9561,High
FAMILY,101,5.1M,"1,000+",0,Everyone,"March 10, 2017",1.3,1852,High
FAMILY,20763,Varies with device,"5,000,000+",0,Everyone,"March 6, 2018",3.6.17,5774,High
COMMUNICATION,541661,Varies with device,"10,000,000+",0,Everyone,"July 9, 2018",7.5.3.20547,7180,High
PHOTOGRAPHY,49553,48M,"1,000,000+",$5.99,Everyone,"July 25, 2018",1.3.1,4337,High
HEALTH_AND_FITNESS,15753,13M,"100,000+",$3.49,Everyone,"July 26, 2018",3.7.3,8516,High
WEATHER,22154,Varies with device,"10,000,000+",0,Everyone,"August 10, 2017",8.50.935520,5096,Low
GAME,592282,Varies with device,"50,000,000+",0,Everyone,"August 3, 2018",5.13.007,5999,High
FAMILY,148826,49M,"1,000,000+",0,Teen,"June 19, 2018",1.4.9,5618,High
TOOLS,207706,4.3M,"10,000,000+",0,Everyone,"July 10, 2017",2.4,5651,High
TOOLS,20,2.2M,500+,$1.99,Everyone,"December 29, 2014",2.1,3561,High
FAMILY,445,29M,"50,000+",0,Everyone,"June 1, 2017",3.0,7882,High
DATING,6701,11M,"1,000,000+",0,Mature 17+,"June 29, 2018",5.16.2,8959,High
GAME,403911,23M,"10,000,000+",0,Everyone,"June 24, 2018",2.277.0,7925,High
PRODUCTIVITY,577059,1.5M,"50,000,000+",0,Everyone,"August 7, 2016",2.2.1B216,534,High
SHOPPING,16678,Varies with device,"5,000,000+",0,Everyone,"July 25, 2018",Varies with device,3335,Low
MAPS_AND_NAVIGATION,50459,Varies with device,"5,000,000+",0,Everyone,"July 26, 2018",Varies with device,9649,High
DATING,135420,Varies with device,"10,000,000+",0,Mature 17+,"July 7, 2018",Varies with device,2467,High
TRAVEL_AND_LOCAL,25,43M,"5,000+",0,Everyone,"June 4, 2018",1.4,7108,Low
PRODUCTIVITY,2046,60M,"100,000+",0,Everyone,"June 11, 2018",1.10.1,3037,Low
DATING,277,5.7M,"100,000+",0,Mature 17+,"December 4, 2017",3.0.0,8086,Low
FINANCE,34861,Varies with device,"1,000,000+",0,Everyone,"August 3, 2018",Varies with device,9016,High
GAME,946926,57M,"50,000,000+",0,Everyone,"March 5, 2018",2.10.2,1662,High
GAME,48615,24M,"10,000,000+",0,Everyone,"May 22, 2018",1.4.12,3332,High
FAMILY,60097,19M,"1,000,000+",0,Everyone,"February 10, 2018",5.1,3308,Low
FOOD_AND_DRINK,556,23M,"100,000+",0,Teen,"January 25, 2018",2.0,6732,High
SPORTS,112725,Varies with device,"5,000,000+",0,Everyone,"July 31, 2018",Varies with device,8403,High
FAMILY,1318,24M,"50,000+",0,Teen,"March 5, 2018",1.0.21,6691,High
GAME,23104,48M,"1,000,000+",0,Everyone,"August 5, 2015",2.2,4072,Low
SOCIAL,260,1.3M,"10,000+",0,Teen,"June 21, 2018",1.2,6219,High
FAMILY,1,96M,10+,$29.99,Mature 17+,"January 19, 2016",3.30,315,High
ENTERTAINMENT,11661,4.0M,"1,000,000+",0,Everyone,"July 14, 2018",1.1.3.2,9659,High
GAME,8482,45M,"1,000,000+",0,Everyone,"August 10, 2015",1.3,4390,Low
WEATHER,3005,26M,"10,000+",$2.99,Everyone,"August 4, 2018",7.1.4,6461,High
TOOLS,142,26k,"5,000+",$1.00,Everyone,"June 26, 2011",1.0.0,9076,High
DATING,125,4.7M,"5,000+",0,Mature 17+,"July 8, 2018",8.2,5851,High
SOCIAL,4435,5.4M,"100,000+",0,Mature 17+,"May 25, 2018",1.0.3386,6120,High
FAMILY,48754,9.3M,"100,000+",$0.99,Everyone,"October 7, 2014",1.5.2,7831,High
FAMILY,16,45M,500+,0,Everyone,"July 29, 2018",1.1.1,8591,High
BUSINESS,213,3.8M,"10,000+",0,Everyone,"April 11, 2018",3.5.3,2224,High
GAME,299046,47M,"10,000,000+",0,Mature 17+,"July 12, 2018",0.9.5,8012,High
COMMUNICATION,64,4.5M,"5,000+",0,Teen,"March 27, 2017",5.206,5521,High
MEDICAL,6,17M,"1,000+",0,Everyone,"March 10, 2018",2.0,1897,High
ENTERTAINMENT,64448,4.4M,"1,000,000+",0,Mature 17+,"July 21, 2018",43,7741,High
COMMUNICATION,88,3.7M,500+,$4.99,Everyone,"May 18, 2018",8.05.18.14250,227,High
GAME,7728,39M,"500,000+",0,Teen,"July 17, 2018",1.5.0,6611,High
SHOPPING,20247,47M,"5,000,000+",0,Everyone,"August 3, 2018",4.70.30,8978,High
ART_AND_DESIGN,967,2.8M,"100,000+",0,Everyone,"June 20, 2018",1.1,7023,High
TRAVEL_AND_LOCAL,7705,40M,"1,000,000+",0,Everyone,"August 6, 2018",9.7.1,5537,Low
GAME,32,27M,"1,000+",$0.99,Everyone 10+,"March 23, 2017",1.00.10,9112,Low
TOOLS,1859115,Varies with device,"500,000,000+",0,Everyone,"July 31, 2018",Varies with device,4819,High
SOCIAL,1259894,76M,"50,000,000+",0,Mature 17+,"August 3, 2018",Varies with device,6126,High
PRODUCTIVITY,499,4.7M,"10,000+",0,Everyone,"January 27, 2017",1.37,676,High
TOOLS,457,1.1M,"10,000+",$2.99,Everyone,"July 26, 2016",3.0,7285,High
FAMILY,42,29M,"1,000+",0,Everyone,"March 13, 2018",1.7.1,2934,Low
FINANCE,6,11M,"1,000+",0,Everyone,"August 2, 2018",4.19.62,2546,High
PERSONALIZATION,58614,26M,"1,000,000+",$0.99,Everyone,"December 7, 2016",4.3.2,5057,High
FOOD_AND_DRINK,1726,30M,"500,000+",0,Everyone,"July 19, 2018",4.26,5836,Low
DATING,218,27M,"10,000+",0,Mature 17+,"July 23, 2018",5.2.9,970,High
GAME,1117212,50M,"50,000,000+",0,Everyone,"August 3, 2018",Varies with device,7506,High
FAMILY,369,3.5M,"10,000+",0,Everyone,"January 11, 2017",2.0.0,5529,High
ENTERTAINMENT,7813,Varies with device,"500,000+",0,Teen,"July 27, 2018",Varies with device,4568,High
FAMILY,100,4.5M,"5,000+",0,Everyone,"August 5, 2018",2.0,1134,High
PRODUCTIVITY,1623,1.8M,"100,000+",0,Everyone,"March 6, 2018",1.8,5348,High
LIBRARIES_AND_DEMO,142,442k,"10,000+",0,Everyone,"February 5, 2017",2.3.2,1185,High
GAME,2399,42M,"100,000+",0,Mature 17+,"January 28, 2018",1.0.1,7656,High
VIDEO_PLAYERS,36,Varies with device,"5,000+",0,Everyone,"March 20, 2017",Varies with device,3585,Low
GAME,401643,Varies with device,"10,000,000+",0,Teen,"July 18, 2018",Varies with device,4957,High
MEDICAL,163,40M,"10,000+",0,Everyone,"June 29, 2018",10.4.1.015_05,1698,High
FAMILY,30,14k,"1,000+",$0.99,Everyone,"April 25, 2013",Varies with device,6449,High
FAMILY,33,11M,"5,000+",0,Everyone,"August 6, 2018",1.5,3137,High
SPORTS,18679,Varies with device,"1,000,000+",0,Everyone,"April 25, 2018",Varies with device,965,High
FAMILY,16,33M,500+,0,Everyone,"July 6, 2017",1.2,1012,Low
GAME,2526,22M,"100,000+",0,Everyone,"February 14, 2018",1.3.0,8719,High
MAPS_AND_NAVIGATION,13,3.9M,"1,000+",0,Everyone,"December 22, 2014",1.1,7119,Low
GAME,2698889,78M,"100,000,000+",0,Everyone,"July 31, 2018",2.8.2.59,8258,High
PARENTING,11760,Varies with device,"1,000,000+",0,Everyone,"June 22, 2018",Varies with device,3353,High
DATING,738,27M,"10,000+",0,Mature 17+,"August 1, 2018",6.4.1,5166,High
PHOTOGRAPHY,1579343,Varies with device,"100,000,000+",0,Everyone,"July 25, 2018",Varies with device,9222,High
BOOKS_AND_REFERENCE,53,16M,"5,000+",0,Everyone,"September 22, 2015",1.0.2,929,High
TRAVEL_AND_LOCAL,1,3.0M,100+,0,Everyone,"November 8, 2017",1.0,1780,High
FINANCE,39,20M,"1,000+",0,Everyone,"March 20, 2018",1.11,673,High
FAMILY,166312,91M,"5,000,000+",0,Teen,"July 31, 2018",1.4.0,5943,High
SPORTS,177,1.1M,"10,000+",0,Everyone,"September 17, 2015",1.0,2935,High
FINANCE,8,31M,"1,000+",0,Everyone,"May 2, 2018",18.1.79,4053,High
EDUCATION,9348,Varies with device,"1,000,000+",0,Everyone,"June 1, 2016",Varies with device,6390,High
HOUSE_AND_HOME,7508,5.1M,"1,000,000+",0,Everyone,"July 9, 2018",7.9.0,7435,High
BOOKS_AND_REFERENCE,47303,21M,"1,000,000+",0,Everyone,"June 2, 2018",18.05.31+530,7361,High
PRODUCTIVITY,3227,35M,"500,000+",0,Everyone,"July 26, 2018",3.0.1,3032,Low
TRAVEL_AND_LOCAL,481546,29M,"10,000,000+",0,Everyone,"August 6, 2018",5.48,7848,High
GAME,98123,40M,"10,000,000+",0,Teen,"May 25, 2018",1.7.0,7507,High
TOOLS,255,1.6M,"5,000+",$14.99,Everyone,"July 25, 2018",14.6,4728,High
FAMILY,168,24M,"10,000+",0,Everyone,"March 1, 2017",1.2.2,8552,Low
GAME,8921451,63M,"100,000,000+",0,Everyone,"July 2, 2018",1.37.2,5186,High
PHOTOGRAPHY,3368649,Varies with device,"100,000,000+",0,Everyone,"July 16, 2018",4.47,2362,High
GAME,8923847,63M,"100,000,000+",0,Everyone,"July 2, 2018",1.37.2,5186,High
FINANCE,4546,3.0M,"100,000+",0,Everyone,"February 8, 2018",1.2.3,429,High
DATING,894,14M,"100,000+",0,Mature 17+,"July 17, 2018",3.1.3,7840,Low
AUTO_AND_VEHICLES,5,9.0M,"1,000+",0,Everyone,"May 8, 2018",1.0.0,2390,Low
SHOPPING,69,11M,"10,000+",0,Everyone,"March 19, 2018",1.0.16,1111,Low
GAME,990723,75M,"10,000,000+",0,Everyone,"May 24, 2018",1.0.27,9290,High
FAMILY,21149,30M,"1,000,000+",0,Everyone,"October 9, 2015",2.1,6700,Low
PRODUCTIVITY,2401017,Varies with device,"100,000,000+",0,Everyone,"June 27, 2018",Varies with device,2624,High
PRODUCTIVITY,2131,2.3M,"5,000,000+",0,Everyone,"April 22, 2016",4.1.4,804,High
FAMILY,80,13M,"1,000+",0,Everyone,"June 13, 2018",2.0.20,4604,High
PHOTOGRAPHY,2526,Varies with device,"1,000,000+",0,Everyone,"July 2, 2018",Varies with device,1222,Low
TRAVEL_AND_LOCAL,26871,Varies with device,"5,000,000+",0,Everyone,"July 26, 2018",1.10.0.205086730,4946,High
EVENTS,1,21M,100+,0,Everyone,"July 3, 2018",1.0.5,6211,High
BUSINESS,46353,21M,"1,000,000+",0,Everyone,"April 13, 2016",2.8,8126,High
LIFESTYLE,179139,9.7M,"5,000,000+",0,Everyone,"November 1, 2017",3.5.3,3258,High
EDUCATION,29980,Varies with device,"1,000,000+",0,Everyone,"August 17, 2017",Varies with device,2719,High
FAMILY,26224,43M,"1,000,000+",0,Everyone,"April 29, 2017",1.0.4,6714,High
DATING,6,5.0M,100+,0,Mature 17+,"August 1, 2018",8.2,4852,High
COMICS,1446,7.1M,"100,000+",0,Mature 17+,"May 18, 2018",1.0,3166,Low
PRODUCTIVITY,102594,15M,"5,000,000+",0,Everyone,"July 23, 2018",2.30.1,1830,High
TOOLS,148,9.2M,"50,000+",0,Everyone,"August 14, 2017",1.0.18,4534,Low
FINANCE,15141,25M,"1,000,000+",0,Everyone,"July 24, 2018",4.63,7247,High
PARENTING,9293,2.4M,"1,000,000+",0,Everyone,"May 28, 2018",2.03.2714,6446,Low
FINANCE,24647,Varies with device,"1,000,000+",0,Everyone,"July 13, 2018",Varies with device,2121,High
MEDICAL,358,Varies with device,"5,000+",$3.99,Everyone,"October 25, 2017",Varies with device,9109,High
GAME,11,23M,500+,0,Everyone,"May 22, 2018",3.2.7z,2849,High
LIFESTYLE,3,4.0M,100+,0,Everyone,"July 29, 2018",1.1.3,3602,High
SOCIAL,39,12M,"5,000+",0,Everyone,"April 13, 2017",1.0,3378,High
FAMILY,99,19M,"10,000+",0,Teen,"June 8, 2018",1.8.7,9249,High
FAMILY,3003,3.2M,"1,000,000+",0,Everyone,"May 7, 2018",1.8,1549,High
FINANCE,3704,4.6M,"100,000+",0,Everyone,"March 20, 2018",34,1423,High
